@RELATION IconPrediction

   @ATTRIBUTE grad1  NUMERIC
   @ATTRIBUTE grad2   NUMERIC
   @ATTRIBUTE grad3  NUMERIC
   @ATTRIBUTE grad4   NUMERIC
   @ATTRIBUTE grad5  NUMERIC
   @ATTRIBUTE grad6   NUMERIC
   @ATTRIBUTE grad7  NUMERIC
   @ATTRIBUTE grad8   NUMERIC
   @ATTRIBUTE grad9   NUMERIC
   @ATTRIBUTE class  {-1,0,1,2}
   
@data
0.059739053,0.070699029,0.07857383,0.053152125,0.18252419,0.024926957,0.062238138,0.060259603,0.070221797,2
0.0059115607,0.0040123956,0.0087510562,0.0053904904,0.147689,0.0070518595,0.013438207,0.0037813049,0.0045360522,2
0.095399991,0.034712568,0.055228751,0.02947773,0.093894765,0.028760556,0.079175055,0.078139603,0.094578855,2
0.074774466,0.035811059,0.031666957,0.03084523,0.078348115,0.025482446,0.047041811,0.035551548,0.076735891,2
0.018771248,0.017841276,0.020526228,0.010507395,0.076930128,0.020841435,0.021984808,0.018547684,0.02200822,2
0.087421671,0.086783275,0.090778865,0.037202265,0.098369822,0.036599405,0.084607989,0.059141833,0.084836535,2
0.12832889,0.058819175,0.058679622,0.050043523,0.16307428,0.0708277,0.11710712,0.068057477,0.12698114,2
0.0095440689,0.0004076086,0.0002707335,0.0003246515,0.0034575949,0.0004632157,0.0004218999,0.0010050177,0.010655282,2
0.092786223,0.018772217,0.028263271,0.019226016,0.065222904,0.0095929001,0.032351982,0.024894219,0.087104321,2
0.10565103,0.023695499,0.022199051,0.026261961,0.11689661,0.025418494,0.047013033,0.029791642,0.12202901,2
0.015868189,0.01182702,0.024887858,0.0063864435,0.033074845,0.0024180105,0.0071089333,0.0023942355,0.014628708,2
0.10448954,0,0,0,0.05534371,0,0,0,0.10448954,2
0.0036655753,0.0010056767,0.0013634142,0.013010618,0.36419493,0.010203111,0.0023225006,0.0020505381,0.0085310396,2
0.0071505937,0.0029610014,0.0069110291,0.0038662062,0.094367579,0.0025495104,0.0050709751,0.0016164606,0.0070175352,0
0.0015643905,0.0003207093,0.0009596815,0.0002832213,0.0074124141,0.0005944753,0.0005613638,0.0001875983,0.0015643905,-1
0,0,0,0,0.14908299,0,0,0,0,-1
0.022414286,0.025943575,0.019536527,0.017064409,0.04515994,0.014683248,0.035790332,0.021411002,0.023171244,-1
0.0008804347,0.0002097554,0.0002558823,0.0002944031,0.0013211307,0.0005099125,0.0001424707,0.0001643154,0.0008703108,-1
0.043215208,0.038029864,0.067467161,0.022841176,0.067343123,0.020710563,0.04913149,0.035477012,0.055196188,-1
0.076482646,0.032760553,0.023161538,0.014062448,0.24822608,0.017196398,0.092942014,0.0549669,0.076556273,-1
0.015946271,0.022046382,0.019708762,0.0065634274,0.022383519,0.0060934331,0.023999656,0.021385606,0.015489163,-1
0.055081695,0.040176317,0.038887192,0.023618717,0.064841114,0.023376347,0.074230574,0.076559015,0.079459734,-1
0.029446043,0.031787068,0.015775356,0.014835021,0.05438894,0.016104059,0.03221719,0.0095674852,0.012779538,-1
0.022230636,0.021823699,0.036307748,0.046966188,0.16131018,0.05046352,0.022084318,0.022735877,0.028482441,-1
0.00634313,0.0055787168,0.010457592,0.015564954,0.091735534,0.014880935,0.007449633,0.0051597254,0.0057761096,-1
0.0063426569,0.011433449,0.018061904,0.005879676,0.027445879,0.0047553298,0.018379763,0.017719496,0.0092398217,-1
0.08417622,0.034212701,0.025405247,0.019091185,0.075328976,0.022770612,0.042118482,0.049907148,0.092093766,-1
0.056058139,0.02428975,0.031064948,0.027171751,0.1971603,0.020616878,0.030948319,0.02729751,0.05754004,-1
0.013302276,0.013016462,0.016346363,0.015494605,0.057062306,0.038820148,0.032814037,0.017987076,0.013855357,-1
0.060844049,0.0053571435,0.015235197,0.010670653,0.061045147,0.0045367479,0.030136539,0.016547702,0.061523221,-1
0.062067557,0.020462764,0.028215272,0.021374032,0.13231006,0.017824966,0.037561815,0.03252966,0.066619582,-1
0.07488209,0.02772419,0.037686527,0.029073868,0.082869232,0.032029912,0.039532699,0.031901956,0.064490616,-1
0.08789134,0.022645023,0.020202279,0.016662726,0.035175145,0.028046757,0.07873974,0.06177488,0.084851682,-1
0.16565295,0.010205112,0.024324618,0,0.021523276,0,0.027061369,0.0090434393,0.16280837,-1
0.062280737,0.010974752,0.01790797,0.012219382,0.072256044,0.01258474,0.01473693,0.023982372,0.063851774,-1
0.10790921,0.039761364,0.034414701,0.023652686,0.075292796,0.034667477,0.071816459,0.060870796,0.10040773,-1
0.0053687217,0.0035358833,0.0023731878,0.0026686552,0.12868607,0.0026726795,0.0033995549,0.0038180058,0.0031312895,-1
0,0,0,0,0,0,0,0,0,-1
0.035451118,0.017400553,0.024009626,0.017013356,0.034421533,0.023654375,0.053208027,0.04751439,0.043003593,-1
0.001745888,0.0013777751,0.0039057746,0.003519888,0.18350431,0.0043327552,0.0030313411,0.0009434893,0.0015313079,-1
0.016377103,0.01097528,0.010659701,0.015752558,0.034172215,0.014433126,0.008689248,0.011560054,0.029120818,-1
0,0,0,0,0,0,0,0,0,-1
0.014659937,0.016233161,0.013523085,0.0010845657,0.065240487,0.0007748601,0.01591607,0.0055347499,0.012517385,-1
0.07666298,0.063196301,0.015464673,0.012887368,0.059694022,0.026870677,0.02611189,0.025696408,0.076743208,-1
0.0082332306,0.0064264764,0.0049682916,0.0031838175,0.0680926,0.0022420005,0.0027679261,0.0026747014,0.0074429484,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
0.0062627578,0.0023208372,0.0016027458,0.0021446606,0.098657951,0.0024098335,0.0018980221,0.0020503558,0.0039989697,-1
0,0,0,0,0.11464109,0,0,0,0,-1
0.049349055,0.014091774,0.053249944,0.02433588,0.17841908,0.031522427,0.076336473,0.021857321,0.049349055,-1
0,0,0,0,0,0,0,0,0,-1
0.0023049829,0.0017810269,0.0012959352,0.0030573041,0.034014612,0.0036949764,0.0028672658,0.0017347335,0.0017379114,-1
0.073775515,0.035763178,0.039624818,0.030675471,0.066074423,0.023853512,0.052276891,0.032805197,0.069984324,-1
0.067417353,0.077373624,0.068482816,0.013448334,0.037635565,0.018417081,0.051463507,0.063189246,0.068521276,-1
0,0,0,0,0,0,0,0,0,-1
0.072637193,0.034203537,0.034678839,0.035075713,0.15590356,0.020373669,0.032546889,0.025034256,0.077672869,-1
0.067832187,0.060944095,0.058967277,0.016017193,0.17012653,0.040430121,0.0288438,0.028151844,0.072025165,-1
0.014020222,0.012347896,0.012379196,0.0076694619,0.048197217,0.0099498713,0.0070887576,0.010672718,0.019047149,-1
8.3583182E-006,0,3.3409924E-005,0.0004405803,0.036149904,0.0006791894,5.3815907E-005,0,2.3213177E-005,-1
0.0001011158,2.7681595E-005,8.2833634E-005,0.0003487456,0.27847555,0.0002757481,0.0001517406,3.9260231E-005,0.0001011158,-1
0.090590477,0.029149817,0.063944235,0.076032899,0.097635083,0.051827498,0.033725396,0.014802943,0.089890219,-1
0,0,0,0,0,0,0,0,0,-1
0.0001951195,0.0003493368,0.0003196581,0.0006938705,0.10333394,0.0007737778,0.0004096036,7.4914082E-005,5.3573545E-005,-1
0.13975388,0.082802996,0.053970888,0.038283005,0.056625437,0.022071041,0.033298369,0.039466962,0.13008948,-1
0.011070237,0.0013288585,0.0028627568,0.0084208334,0.048810229,0.0020893291,0.0095270369,0.0066361311,0.013929265,-1
0,0,0,0,0,0,0,0,0,-1
0.0007215349,0.0003795523,0.0005161037,0.0003572306,6.9602327E-005,0.0004719956,0.0004605454,0.0006083796,0.0008315068,-1
0.014440728,0.0077845999,0.0231301,0.0019748779,0.17498283,0.0014343676,0.0067557637,0.0024365413,0.014429539,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,1.4345311E-005,0.1845766,0,0,0,0,0
0.020961944,0.0100857,0.016326677,0.012612641,0.051644169,0.017557723,0.01170593,0.010879887,0.016668588,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.026468044,0,0,0,0,0
0.02950236,0.012540407,0.02196686,0.023334794,0.15349779,0.012941799,0.013572405,0.014395257,0.025260165,0
0.0016366355,0.0019737766,0.0018808476,0.0031055422,0.013705198,0.0059469803,0.0043468047,0.0027265721,0.0014204236,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.088348478,0,0,0,0,0
0.0061076949,0.0062997276,0.0048509599,0.0051665194,0.18087251,0.0071206396,0.0072267428,0.0058169751,0.0064882184,0
0.044372968,0.030625489,0.045293704,0.026577387,0.057299376,0.024193354,0.03795556,0.03079737,0.030108053,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.19633298,0,0,0,0,0
0.040985871,0.011566209,0.01431023,0.011500182,0.050089411,0.013025477,0.016948521,0.012492276,0.036357667,0
0.000230299,0.0002290118,0.0002805077,0.0003973536,0.07656154,0.0003871642,0.000360501,0.0001587666,0.0001606627,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.15718113,0,0,0,0,0
0.0002951376,0.0002534741,0.0001981016,0.0007586924,0.075766623,0.0011442006,0.0006010513,0.0001752094,0.0002093313,0
0.046031553,0.035442211,0.048388943,0.056991909,0.067081802,0.034055449,0.040623851,0.055987906,0.046006266,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.010917741,0.004107953,0.0029998785,0.0032116608,0.0047294013,0.0019935865,0.001964923,0.0050737946,0.011039013,0
0.0001911207,1.0347148E-005,0,7.2004819E-005,0.098539785,5.2835348E-005,0.0001006708,7.2682211E-005,0.0001870469,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0003830211,0.0001690885,0,8.7716762E-005,0.096047305,0.0004834668,0.0007750517,0.0009439666,0.0004164328,0
0.0030946997,0.0014934425,0.0022200972,0.003371621,0.096433803,0.0053515611,0.0046059783,0.0083116125,0.0040886081,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0066970708,0.0008467222,0.0004537722,0.0006933284,0.057308596,0.0005441686,0.0039798771,0.010976104,0.0093152765,0
0.058573917,0.0056758588,0.009979941,0.0058178413,0.054235749,0.002931908,0.0004899348,0.0004438294,0.057350647,0
0.11795419,0,0,0,0,0,0,0,0.11795419,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0033293068,0.0011456588,0.0006249705,0.0019962289,0.1601636,0.000601092,0.0009262261,0.0007891772,0.0033742369,2
0.1171122,0.019516449,0.028655222,0.038848482,0.06839817,0.034860507,0.031277381,0.027744517,0.10326345,2
0.12535721,0,0,0,0,0,0,0,0.12535721,2
0.086684942,0.002252931,0.0024131862,0.0050097401,0.094903879,0.0049857562,0.001047528,0.0003712805,0.086346947,2
0.032996111,0.036625631,0.040302444,0.029445512,0.078361847,0.022462305,0.020529596,0.01662324,0.025810264,2
0.084519118,0.026441976,0.042245857,0.028372675,0.053684819,0.022777388,0.049719863,0.038789917,0.085198589,2
0.069495112,0.0035084761,0.014336083,0.00812703,0.016655669,0.0068671117,0.0055545168,0.0034893733,0.073180474,2
0.1153727,0,0,0,0.098576926,0,0,0,0.1153727,2
0.052832842,0.023897748,0.027221443,0.034980848,0.17826177,0.031911872,0.067234248,0.037898447,0.03876657,2
0.0094876252,0.0031869006,0.0040603485,0.0070985891,0.16266842,0.0045226039,0.0065615913,0.0022397153,0.007043615,2
0.065373912,0.022368902,0.064126231,0.039250895,0.048350979,0.047489803,0.061133832,0.025066573,0.066630043,2
0.071056105,0.041623015,0.070757784,0.06168044,0.097507395,0.058979034,0.076109633,0.023858704,0.071087301,2
0.010058794,0.0041066171,0.017677603,0.0079256333,0.17604274,0.0022861643,0.0005358697,0.0008512186,0.010970607,2
0.033760086,0.023133062,0.034540039,0.016809743,0.12173063,0.021677874,0.025666352,0.025136348,0.046881042,2
0.080247201,0.014632847,0.011842335,0.013699621,0.054829761,0.013034821,0.017901067,0.010333555,0.071490422,2
0.12792332,0.0050376384,0.0085783796,0.0046746405,0.053559884,0.011615747,0.021119066,0.0023008189,0.12886377,2
0.070360705,0.10101063,0.12811211,0.08028964,0.15394144,0.051903889,0.099292554,0.088558167,0.11380965,2
0.024028217,0.014199656,0.022652974,0.012540713,0.098094709,0.0122117,0.012713376,0.0098253451,0.022919854,2
0.0846055,0.04579597,0.084458582,0.077637061,0.10276617,0.07218565,0.12228543,0.044884279,0.097137108,2
0.037830491,0.024618547,0.05414921,0.038650587,0.1149281,0.055922188,0.083850704,0.03304128,0.038424812,2
0.061090123,0.033800248,0.057935908,0.021612287,0.16916916,0.033988658,0.033455867,0.025766524,0.057423875,2
0.023747709,0.01013888,0.014004711,0.0098383818,0.15364949,0.014962891,0.0092848223,0.0072402973,0.023848608,2
0.076894842,0.049441088,0.082210399,0.031308748,0.070551343,0.024436001,0.021733586,0.020522194,0.071229145,2
0.05101347,0.056743488,0.067449383,0.028185539,0.097286858,0.060323432,0.081065252,0.072286032,0.041116081,2
0.023747917,0.011482295,0.010234402,0.0079240156,0.094273642,0.014394136,0.030838624,0.013678386,0.022229234,2
0.11703978,0.079361565,0.10085985,0.053334296,0.14317238,0.068223044,0.12173946,0.080148883,0.12803489,2
0.033129685,0.02042597,0.033093967,0.025435153,0.098285832,0.025798067,0.046134718,0.023806596,0.040166721,2
0.13083696,0.052787494,0.036890939,0.024813244,0.059655059,0.0232694,0.035635661,0.035987895,0.087580495,2
0.1385947,0.078285918,0.079823494,0.049984802,0.12477892,0.047090821,0.095694408,0.071058825,0.14861128,2
0.041073591,0.015030119,0.018548857,0.014859865,0.08940766,0.01190976,0.017380985,0.018510545,0.043088034,2
0.046401296,0.04774661,0.063975185,0.018297976,0.091200531,0.021952692,0.061074659,0.053408384,0.044692405,2
0.029914409,0.023145318,0.020610301,0.011875018,0.10498681,0.016921273,0.040887482,0.028790042,0.030803511,2
0.0007439427,0.0001239265,0.0017109526,0.011690576,0.33907229,0.0043567889,0.0011171143,4.1352076E-005,0.0007431437,2
0.0073827729,0.0071874815,0.013237288,0.006732305,0.029812623,0.0042224787,0.0063688485,0.0080280947,0.010609455,2
0.088086739,0.053535528,0.067525648,0.036856059,0.095093831,0.02638413,0.059384681,0.063353792,0.085353106,2
0.0012062371,0.0059833741,0.01197041,0.0033671742,0.16895461,0.0030234233,0.008129973,0.0056014024,0.0026855255,2
0.015598881,0.014352228,0.010870549,0.012695657,0.066474296,0.022350453,0.023348372,0.01725604,0.012756872,2
0.084689789,0.051628888,0.059326503,0.053153582,0.14286178,0.044487298,0.035192266,0.023604361,0.081293516,2
0.080572374,0.063769981,0.057701986,0.03016503,0.079131916,0.020465994,0.01839898,0.033011116,0.075010061,2
0.11303592,0.052960314,0.063890748,0.037194405,0.089844197,0.032593489,0.087399602,0.061704643,0.10905705,2
0.054410759,0.056756485,0.06260848,0.041718788,0.083222829,0.03266358,0.073453054,0.046277341,0.048996873,2
0.11292608,0.063577399,0.084259257,0.039365936,0.10435791,0.030938629,0.075335547,0.073664218,0.10739331,2
0.014763631,0.0066047991,0.0066778576,0.0048153857,0.04983177,0.010481866,0.018615998,0.0070595909,0.0096064312,2
0.069894567,0.032333665,0.037212737,0.044405084,0.11901741,0.026063491,0.024347549,0.019156205,0.07519871,2
0.063343875,0.051245037,0.057113964,0.03335385,0.20719898,0.033982635,0.035084039,0.039193027,0.064581826,2
0.11809726,0.052293975,0.070136391,0.065650351,0.15390837,0.064684726,0.066083431,0.036013432,0.10360903,2
0.076814272,0.042923711,0.061078042,0.019687559,0.082080394,0.026959706,0.070202939,0.055026852,0.082237668,2
0.036180876,0.016761284,0.017574772,0.021037336,0.15254542,0.041173849,0.048020825,0.031006163,0.04092285,2
0.098971516,0.080445968,0.10372862,0.061875843,0.14168203,0.060191758,0.066454783,0.06864468,0.095268197,2
0.014689526,0.0067344862,0.0098074637,0.0077251857,0.074358761,0.012552975,0.033247363,0.017139966,0.011435445,2
0.035551373,0.065326028,0.070881687,0.035147257,0.15191397,0.03208242,0.078353688,0.068911046,0.040268317,2
0.033989385,0.026012754,0.021826476,0.024257736,0.089784414,0.032824032,0.035990268,0.035264969,0.030523632,2
0.088267297,0.039609212,0.05682392,0.051337793,0.1458219,0.02867374,0.039152488,0.041745119,0.091603488,2
0.03730756,0.028660728,0.039117891,0.026008449,0.071909167,0.018415591,0.049257345,0.030750193,0.035198309,2
0.024972066,0.016924949,0.012127604,0.0161587,0.11672079,0.015425347,0.021602774,0.019760413,0.028502783,2
0.04138273,0.039176721,0.043831088,0.035438865,0.12264989,0.023442117,0.057574291,0.043085873,0.038366891,2
0.0001267438,4.993151E-005,0.000063885,9.0317793E-005,0.14777839,4.179321E-006,3.3231121E-005,5.5896271E-005,0.0001281142,2
0.013469739,0.018283505,0.025248559,0.0078603132,0.02358716,0.011195061,0.014906022,0.015747115,0.019679658,2
0.076863945,0.034616753,0.041649319,0.031656027,0.092325553,0.047712617,0.080652952,0.055646114,0.078039877,2
0.0072532468,0.0014881453,0.003528354,0.0045232885,0.18307671,0.0029140089,0.0034169166,0.0036621513,0.0050839479,2
0.016182324,0.0091731101,0.0070514269,0.0085608615,0.024048228,0.0074444404,0.0062527475,0.009373269,0.0099442899,2
0.0049878648,0.0060191369,0.015230595,0.0063560931,0.031416006,0.0054072845,0.0062917788,0.0042426484,0.0024944788,2
0.061792508,0.037957933,0.050703179,0.040016063,0.092080109,0.065333486,0.071707249,0.059182271,0.043750759,2
0.055676345,0.02460726,0.026116643,0.024986781,0.04836126,0.017061014,0.022784766,0.02930484,0.069631547,2
0.02249516,0.0084019275,0.019402837,0.010780458,0.067831568,0.012824068,0.0093119619,0.014474478,0.019581739,2
0.11076695,0.043284938,0.061527777,0.033161275,0.11206842,0.03928005,0.069488809,0.066776834,0.12577839,2
0.020669473,0.033554316,0.040027242,0.015771931,0.025380712,0.014166791,0.013806354,0.0093927076,0.020672899,2
0.080098644,0.027578594,0.027563807,0.022611525,0.15735821,0.022401623,0.044443078,0.033068202,0.085256003,2
0.0072831255,0.0047827987,0.011251657,0.0094011426,0.19740108,0.028084982,0.032633081,0.01738826,0.0077830572,2
0.11557343,0.034779802,0.053362548,0.025909208,0.066308863,0.020004826,0.049328566,0.036064949,0.13743518,2
0.095045835,0.027459223,0.038975231,0.0272143,0.074791186,0.017577125,0.045364276,0.034411322,0.089574918,2
0.028092168,0.021439612,0.020456057,0.012606815,0.072998315,0.016574474,0.022069415,0.01843442,0.036593463,2
0.042315908,0.0096426047,0.015963377,0.010599719,0.030659365,0.0065033948,0.023546984,0.017799608,0.041823596,2
0.14618276,0.093204603,0.12750822,0.074164301,0.18722478,0.077203162,0.13573916,0.082784206,0.14223436,2
0.0016441452,0.0007934056,0.000239475,0.0003019269,0.0011819637,0.0002340036,9.3761344E-005,0.0002731456,0.0023243921,2
0.073824614,0.010130718,0.0093337093,0.0078435,0.036563568,0.0053982153,0.014113314,0.01010485,0.074712209,2
0.072810531,0.051475696,0.066881612,0.032165367,0.16250513,0.018072804,0.047561061,0.031364191,0.07199651,2
0.018271985,0.0048683588,0.0055129845,0.0075676716,0.033720318,0.0033038158,0.022768762,0.0098049967,0.017704459,2
0.10558525,4.8225547E-006,2.3435323E-005,1.8418292E-005,0.037062585,2.6268868E-005,6.1179606E-005,1.6153468E-005,0.10558525,2
0.000504089,0.0002993056,0.0009386678,0.0021785605,0.28854999,0.0029533606,0.0008565338,0.0005044373,0.0007726199,2
0.031124158,0.0189068,0.015478558,0.013803579,0.10008612,0.0096171638,0.0089389319,0.0048637963,0.055688392,0
0.0059344955,0.0013513234,0.0040436662,0.0003641417,0.018059429,0.0003552123,0.0019866626,0.0006639087,0.0059344955,-1
0,0,0,0,0.094922379,0,0,0,0,-1
0.048150569,0.01569305,0.013171066,0.012517361,0.034913365,0.011982881,0.020587545,0.014999899,0.044761948,-1
0.0030104502,0.0007827092,0.0008606685,0.00093492,0.0041515008,0.0010850215,0.0004604519,0.0002845009,0.0017811555,-1
0.075843655,0.058075815,0.074147545,0.034678064,0.093502879,0.039161295,0.10434505,0.09154354,0.11046833,-1
0.016571987,0.022330103,0.023822708,0.010839008,0.050752208,0.01074993,0.023598172,0.021248525,0.01809209,-1
0.001215538,0.0001728321,0.0002935717,0.0006712673,0.0037736187,0.0004862346,0.0006503941,0.000680307,0.001223621,-1
0.074405231,0.06283249,0.040417287,0.042913277,0.063078806,0.036665268,0.059711862,0.06887266,0.096035965,-1
0.014149196,0.023808137,0.023399487,0.0080973599,0.038416304,0.0093625765,0.030928366,0.021655196,0.010064749,-1
0.086381197,0.04707329,0.053442206,0.044799354,0.15670268,0.069702677,0.09769056,0.098791026,0.1023264,-1
0.025761431,0.032396495,0.022799963,0.014079648,0.024565872,0.0064308583,0.0071688266,0.011808479,0.01573528,-1
0.040376045,0.029327288,0.032189336,0.016504601,0.06347619,0.016760102,0.032440145,0.023653891,0.040429983,-1
0.15673475,0.077819996,0.038760133,0.025669465,0.10293303,0.023011073,0.052298468,0.052797623,0.11944717,-1
0.031368107,0.027150886,0.034975417,0.026435688,0.14188647,0.030087728,0.025913537,0.018109573,0.024673831,-1
0.0012360223,0.0015923003,0.0027221544,0.0046371799,0.018164231,0.0055589615,0.0034199073,0.0013323962,0.0008267853,-1
0.0445402,0.037826426,0.050083321,0.011852263,0.074124165,0.015604788,0.061293192,0.033670828,0.051162262,-1
0.051288076,0.015358862,0.011523258,0.015166736,0.068567589,0.0039485521,0.0049344786,0.010900312,0.04067108,-1
0.036360994,0.021441724,0.019660642,0.028815616,0.09842059,0.032713007,0.046732057,0.034874909,0.029556232,-1
0.055172071,0.0091299918,0.01055003,0.013010804,0.020322911,0.0077120336,0.03776836,0.03197189,0.057549994,-1
0.02929219,0.0026425796,0.0079076067,0,0.0032672361,0,0.0012482841,0.0004171546,0.02929219,-1
0.030194547,0.015534606,0.01171828,0.012671071,0.093466997,0.010623599,0.0057422994,0.0096664466,0.028896958,-1
0.086243384,0.046042621,0.038176764,0.030144032,0.090077877,0.040886883,0.072763726,0.077700682,0.087802395,-1
3.3667271E-005,6.7439389E-005,0.0001461376,0.0006238527,0.072629452,0.0003594472,0.0001727142,3.6535814E-005,3.39203E-005,-1
0,0,0,0,0,0,0,0,0,-1
0.057551123,0.064885721,0.05631841,0.020944085,0.055005845,0.026264019,0.034143131,0.054321978,0.05036537,-1
0.003336479,0.0014113402,0.0019526507,0.0038506412,0.096710317,0.0040144543,0.0036921368,0.0018295663,0.0027431033,-1
0.040090248,0.021372039,0.0073316377,0.0068673855,0.008946361,0.007450169,0.011783618,0.011603718,0.048715059,-1
0,0,0,0,0,0,0,0,0,-1
0.0031336336,0.005052614,0.0080356523,0,0.16009791,0,0.0076079033,0.0025424291,0.0026431144,-1
0.030308995,0.0085341362,0.003690534,0.0026011486,0.0044932836,0.0021092726,0.0031503146,0.0035844513,0.032009006,-1
0.0009125018,0.0003876213,0.0003998017,0.0001377318,0.089115962,8.2063605E-005,0.000157515,0.0001025702,0.0005477188,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
0.0007254292,0.0002907508,1.5628781E-005,0.0002811811,0.094744377,0.0006069614,0.0002750386,0.0001065338,0.0006622929,-1
0.0053994637,0.0016902827,0.0027760838,0.0022710571,0.027697351,0.0020059354,0.0015001849,0.0016207139,0.0069614123,-1
0.049256124,0.021683158,0.067832865,0.017541382,0.09749537,0.015562124,0.035291415,0.0097378455,0.049256124,-1
0,0,0,0,0,0,0,0,0,-1
0.0016213381,0.0020981561,0.0027761571,0.0014825214,0.012060009,0.0019883951,0.0023715512,0.0021360544,0.0013548732,-1
0.038020048,0.014533638,0.011396374,0.013744872,0.037392326,0.01480008,0.026860835,0.013880631,0.041004647,-1
0.068025008,0.07557565,0.078511752,0.016797321,0.083424687,0.026964992,0.016590299,0.028363589,0.067196622,-1
0,0,0,0,0,0,0,0,0,-1
0.020797201,0.0082051046,0.0067939968,0.016616657,0.22380611,0.016821178,0.029126413,0.024018299,0.025297692,-1
0.070599243,0.041600469,0.06264028,0.030285468,0.11327881,0.043249525,0.062507816,0.046827503,0.069349915,-1
0.015112694,0.0064728311,0.019675372,0.012710487,0.030338094,0.0044185193,0.0033603231,0.0031400891,0.014025558,-1
0,0,0,0,0.12701219,0,0,0,0,-1
0.0006729823,2.4292942E-005,7.2693467E-005,0,0.12982231,5.8626669E-005,0.0001320298,0.000044122,0.0006729823,-1
0.046334457,0.019028591,0.024754159,0.018067526,0.077573121,0.023504544,0.013514146,0.011001392,0.028411957,-1
0,0,0,0,0,0,0,0,0,-1
0.0046360521,0.0043788995,0.0030914284,0.0022538903,0.052702732,0.001382536,0.001091077,0.0003253678,0.003107602,-1
0.15035155,0.079841442,0.055333227,0.080065966,0.15037411,0.094002694,0.11714965,0.12995812,0.15188302,-1
0.0003302622,0.0003129885,0.0009365798,0,0.006384721,0,0.0003387591,0.0001132074,0.0003302622,-1
0,0,0,0,0,0,0,0,0,-1
0.0001294419,0,0,0,0,0,0,0,0.0001294419,-1
0.0022964177,0.0006725735,0.0020125948,0.0010296004,0.17037909,0.0002525953,0.0006223936,0.0007117225,0.0024007962,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
0.0004252638,0.0007076207,0.0008458655,0.0004714788,0.26238447,0.0001757163,0.0001122072,9.8727927E-005,0.0005476582,0
0.07948295,0.023754776,0.024274241,0.036094688,0.07408572,0.025611265,0.040449619,0.035441764,0.084288269,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.065896161,0,0,0,0,0
0.062165722,0.026405964,0.017329928,0.024370141,0.16788958,0.030064221,0.028920896,0.033431254,0.082841799,0
0.0029751235,0.0040161097,0.0063201003,0.0072194361,0.036612935,0.0096049719,0.0089036571,0.005053902,0.0029730015,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.098398946,0,0,0,0,0
0.004124627,0.0054889699,0.0081141507,0.0044503566,0.1811405,0.0071450281,0.0080819493,0.0053133746,0.003033069,0
0.054290965,0.039225593,0.061575625,0.027628893,0.091337852,0.059462242,0.061341181,0.037780903,0.048454516,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.1981439,0,0,0,0,0
0.035129461,0.010822074,0.01156036,0.0061407047,0.12266695,0.0061290525,0.010350461,0.0088298442,0.031431347,0
0.0039693252,0.0043819696,0.0035768116,0.0043714577,0.096416652,0.0046553356,0.0028223728,0.0024330202,0.0037637784,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.1801486,0,0,0,0,0
0.01998846,0.007373997,0.014679613,0.015812911,0.074361026,0.017893519,0.018246377,0.023106823,0.016531056,0
0.03024075,0.020422366,0.019782461,0.028361822,0.031661846,0.012398869,0.018691173,0.035428662,0.046828002,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0082094362,0.022238906,0.019990437,0.014148452,0.021253321,0.018159362,0.03203233,0.037695456,0.0081164418,0
0,0,0,0,0.15938765,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.13868305,0,0,0,0,0
0.016972918,0.016049603,0.01154029,0.013706649,0.11966924,0.017631283,0.013534364,0.02204917,0.018260894,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.008431457,0.0058977753,0.0009368094,0.0002161296,0.0052564302,0.0006059887,0.0011158525,0.0016303975,0.0072400616,0
0.12709147,0.0031252559,0.0019764756,0.0004296449,0.025571527,0.0039247121,0.0036824036,0.0066963499,0.12530985,0
0.094862826,0,0,0,0,0,0,0,0.094862826,0
0.11795419,0,0,0,0,0,0,0,0.11795419,0
0,0,0,0,0,0,0,0,0,0
