@RELATION IconPrediction

   @ATTRIBUTE grad1  NUMERIC
   @ATTRIBUTE grad2   NUMERIC
   @ATTRIBUTE grad3  NUMERIC
   @ATTRIBUTE grad4   NUMERIC
   @ATTRIBUTE grad5  NUMERIC
   @ATTRIBUTE grad6   NUMERIC
   @ATTRIBUTE grad7  NUMERIC
   @ATTRIBUTE grad8   NUMERIC
   @ATTRIBUTE grad9   NUMERIC
   @ATTRIBUTE class  {-1,0,1,2}
   
@data
0.11908189,0.046821427,0.046973508,0.033250242,0.088093773,0.036909007,0.078891553,0.062751554,0.12428141,-1
0.042105604,0.026262781,0.040002719,0.037102237,0.19798659,0.027629353,0.035310198,0.035674728,0.041857455,-1
0.070576735,0.035287771,0.052545488,0.046615358,0.18582731,0.04532335,0.053455666,0.031396631,0.053136244,-1
0.014437919,0.0053125233,0.002144418,0.0043965443,0.028469197,0.010509453,0.02284375,0.012365042,0.012866684,-1
0.075455315,0.024262523,0.042522494,0.041876353,0.18548998,0.026191888,0.020407671,0.025573051,0.085503578,-1
0.088410601,0.042013951,0.016474815,0.037504844,0.11813337,0.03285582,0.064187363,0.063825704,0.088167787,-1
0.075406969,0.079432175,0.051558234,0.053778317,0.12661168,0.040558111,0.085834458,0.081744596,0.09019278,-1
0.036478516,0.015377237,0.021563357,0.0084457174,0.031848807,0.017134402,0.025608014,0.015483182,0.030644454,-1
0.0072105676,0.0052694986,0.0049934164,0.0084410096,0.10331189,0.015050609,0.019640522,0.01385961,0.0089380573,-1
0.11689858,0.021912452,0.025976542,0.036084455,0.099133246,0.048382763,0.082621664,0.08788839,0.13168366,-1
0.0037044929,0.0007658997,0.0019442718,0.0021519058,0.18643452,0.0016478163,0.0016547266,0.0022193305,0.0024913177,-1
0.0009863897,0.0002630929,0.0003813153,0.0009284958,0.0066145207,0.0005040211,0.0010702087,0.0010588748,0.0003123787,-1
0.15593919,0.04699973,0.040705208,0.013958246,0.099130221,0.044243332,0.03362928,0.069395788,0.15750691,-1
0.0059034526,0.0028424179,0.0035629421,0.006164996,0.10976641,0.0032653234,0.0026150942,0.0028680963,0.0049827266,-1
0.02786335,0.018746721,0.02144793,0.013225682,0.028346116,0.014696203,0.018872084,0.030692207,0.058107883,-1
0.0066004344,0.0084285457,0.0062935711,0.0069013652,0.016977189,0.0025197819,0.0043685893,0.00542092,0.0075823534,-1
0.059948642,0.022902373,0.036782395,0.027741535,0.090449095,0.01386902,0.059962995,0.028121797,0.079189666,-1
0.10871343,0.050984081,0.082077049,0.041688092,0.14042789,0.032810755,0.053442467,0.055226266,0.099362507,-1
0.0022045558,0.0039979932,0.00442224,0.0027225353,0.1698342,0.0037371994,0.0006935849,0.0025709693,0.0032743756,-1
0.078564063,0.022383682,0.051096879,0.024676912,0.20312178,0.037893049,0.13375795,0.078667939,0.084992588,-1
0.0016298996,0.0012044092,0.0018023156,0.001409807,0.0091603221,0.0011336426,0.0002395428,0.0003250799,0.0022780385,-1
0.13851291,0.0047211871,0.0093911551,0.0080508385,0.10652281,0.008823771,0.012994774,0.0048803682,0.14112619,-1
0.060279425,0.022027092,0.017390996,0.0072242101,0.10236125,0.032810148,0.049195945,0.033262827,0.069151551,-1
0.0094451876,0.0030096169,0.0048552384,0.0019137611,0.039215524,0.0018515289,0.0070534134,0.0029709553,0.012950904,-1
0,0,0,0,0,0,0,0,0,-1
0.042460248,0.0066958331,0.0088861156,0.0025003087,0.001611745,0.0023207993,0.00743437,0.010613861,0.042438582,-1
0.10835647,0.0054841139,0.0059653679,0.0066795051,0.0067187632,0.0056135985,0.0059393351,0.0071440213,0.10835647,-1
0.087544225,0.03194226,0.036597792,0.017979097,0.037508797,0.0032602057,0.028021546,0.020379571,0.08123792,-1
0,0,0,0,0,0,0,0,0,-1
0.069730714,0.026467502,0.036526233,0.021717789,0.23303071,0.041615523,0.063530393,0.032225236,0.047917463,-1
0.056820508,0.025290636,0.038948342,0.025878325,0.16709775,0.023860008,0.03994761,0.020366816,0.048176605,-1
0.0001405404,4.6011763E-005,0.0001376847,0,0.0008499386,0,0.0001274611,4.2595286E-005,0.0001405404,-1
0,0,0,0,0.071021877,0,0,0,0,-1
0,0.0071307449,0.021337908,0,0.57567716,0,0.0089481613,0.0029903182,0,-1
0,0,0,0,0.0007886704,0,0,0,0,-1
0.0097101061,0.002695739,0.0034293924,0.0023864687,0.015415905,0.0023074578,0.0019631791,0.0009555593,0.0062146368,-1
0,0,0,0,0.082874835,0,0,0,0,-1
0.067272589,0.10757605,0.10764589,0.039012741,0.10764589,0.037168507,0.092226163,0.10211886,0.073182464,-1
0.0027872478,0.0018004648,0.0020682772,0.0017330118,0.0054010763,0.0063874586,0.003071968,0.0022830577,0.0032933229,-1
0.13254125,0.13254125,0.059502237,0.062254012,0.11908788,0.038673006,0.061337303,0.093643866,0.13254125,-1
0.012252048,0.011023218,0.0087341005,0.013440431,0.061226614,0.01415433,0.0066858698,0.0024103068,0.010907866,-1
0.026808234,0.022440189,0.019062525,0.07442864,0.14589667,0.10541959,0.030534439,0.020611065,0.039793681,-1
0.0059034326,0.0034305078,0.0003333808,0.0002330404,0.0008600938,0.0001565079,0.0002208506,0.0003697494,0.0022285075,-1
0.033493955,0.026359079,0.031825002,0.016400151,0.080772221,0.019531855,0.031816132,0.022189399,0.032654747,-1
0.010897326,0.0046328646,0.017219627,0.033880506,0.086924627,0.031143708,0.022637976,0.011774569,0.012028608,-1
0.058677398,0.05286457,0.086855672,0.063950032,0.11618414,0.090934008,0.073988236,0.039175492,0.039592478,-1
0.024499649,0.010356143,0.011921461,0.0031343522,0.017872579,0.0036451295,0.020456739,0.016419487,0.03401494,-1
0.0016878815,0.0003680991,0.0011919859,0.0016409671,0.0084228655,0.0004617387,0.0014671593,0.0004841937,0.0011396947,-1
0.054791071,0.031333044,0.063355833,0.031767167,0.27056459,0.025703454,0.023904849,0.021504484,0.032644596,-1
0.0022616757,0.0039626616,0.010869262,0.015466514,0.047203783,0.01615891,0.01902076,0.0071619092,0.0066593182,-1
0,0.0001979419,0.0005923176,0.0052026091,0.039347235,0.0031835174,0.0009874454,0,0,-1
0.0005627691,0.0009567094,0.0016765826,0.0019734006,0.040447418,0.0005717363,0.0007032616,0.0005755606,0.000527306,-1
0.037078951,0.039000656,0.031634819,0.019942719,0.062582262,0.023268512,0.026396869,0.023224102,0.020717386,-1
0.11492371,0.076715671,0.060402699,0.041696515,0.10776007,0.074252039,0.097050987,0.11492371,0.11492371,-1
0,0,0,0,0,0,0,0,0,-1
0.0052345525,0.002602594,0.0021791228,0.0030136288,0.031758182,0.001616986,0.0007483833,0.0003472863,0.0024819751,-1
0.14126383,0.070411198,0.050045021,0.036824886,0.13442369,0.03049471,0.042233568,0.048467517,0.12034054,-1
3.4738696E-005,8.1486825E-005,0.000610279,0.004577877,0.1751449,0.0046435101,0.0005936421,0.000033931,2.5813435E-005,-1
0,0,0,0,0,0,0,0,0,-1
0.035106909,0.012006507,0.0062859985,0.010002912,0.049346589,0.018278794,0.0032762068,0.012120792,0.039590552,-1
0.002320223,0.0028737863,0.0073918859,0.0077228802,0.09417101,0.011913478,0.00652235,0.0034333975,0.0034734369,-1
0.1154529,0.036433816,0.012173452,0.011137551,0.025275126,0.01658221,0.015592058,0.017909829,0.10954168,-1
0,0,0,0,0,0,0,0,0,-1
0.018203605,0.005974777,0.017878745,0,0.071583197,0,0.0055674561,0.0018605462,0.018203605,-1
0.045541037,0.021733167,0.012728264,0.029663617,0.031846151,0.029427052,0.012969785,0.018539302,0.03561487,-1
0.0088201333,0.0038669156,0.000214961,0.0040370491,0.16544572,0.0081813112,0.0038713559,0.0015361613,0.0075235907,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0.13606931,0,0,0,0,-1
0.0026539592,0.0044648433,0.0067180037,0.0041275723,0.074427336,0.0047895787,0.0048858272,0.0055994648,0.0019329657,-1
0.0074368059,0.0027147389,0.0030656343,0.0020311181,0.039548803,0.0005571566,0.0020423084,0.0009940165,0.0064955251,-1
0,0,0,0,0,0,0,0,0,-1
0.0069508147,0.0033056666,0.0061491742,0.0066075204,0.016610414,0.0050037289,0.0022163831,0.0049306261,0.0080381008,-1
0.064679518,0.036871862,0.016495148,0.041979335,0.11104401,0.066982605,0.093444422,0.068925567,0.070047989,-1
0.11469251,0.054804217,0.099053562,0.044732686,0.11469251,0.067334637,0.11002504,0.078494713,0.11469251,-1
0,0,0,0,0,0,0,0,0,-1
0.056087423,0.046949908,0.042694665,0.058569338,0.12384724,0.040148653,0.013938182,0.044351596,0.083113573,-1
0.13895537,0.066813014,0.11976421,0.059207886,0.18852809,0.020444931,0.075026751,0.05376466,0.13878796,-1
0.0026119922,0.0008294486,0.0013548229,0.0032535112,0.012394521,0.0062800762,0.0026473985,0.0026206344,0.0024520799,-1
9.0816626E-005,7.281842E-006,0.00002179,1.7802591E-005,7.9407662E-005,8.401792E-005,4.912254E-005,2.6740368E-005,0.0001364407,-1
0.030474501,0.010691314,0.012305872,0.0062560271,0.21537621,0.0086306948,0.0009798512,0.0006361221,0.014271833,1
0.15759636,0.024839427,0.061989829,0.15851139,0.48602021,0.23533849,0.12569883,0.057730034,0.17014526,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.13266379,0,0,0,0,1
0.062910967,0.037179265,0.047208369,0.055134296,0.22172616,0.075067766,0.080216706,0.036299612,0.095478259,1
0.0007944713,0.0002270663,0.0006794681,0,0.0016160498,0,0.000322961,0.0001079279,0.0007944713,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,7.0616901E-005,0.040703088,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.070936911,0,0,0,0,1
0.023520015,0.010336186,0.007446243,0.017602844,0.035097338,0.017344121,0.034108188,0.022176735,0.028411018,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.044223208,0,0,0,0,1
0.034984805,0.013058791,0.013227777,0.012018158,0.03247451,0.0074197627,0.010587902,0.010717247,0.033926919,1
0.020739675,0.023019502,0.025537135,0.022298736,0.032331191,0.012094789,0.011055953,0.0049882825,0.012251113,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.0029613054,0,0,0,0,1
0.0004180607,0.0002466744,5.7423229E-005,0.0001395663,0.19791554,0.0002624158,0.0002724655,0.0002245561,0.0003340119,1
0.040053897,0.0036139106,0.0027755764,0.0060765841,0.012311796,0.0060566594,0.018452466,0.026112823,0.055339191,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.2400922,0,0,0,0,1
0.0046622469,6.941468E-005,0.000073438,1.8975939E-005,0.0054873223,0.0001740386,2.1558641E-005,0.0009090963,0.0056287702,1
0.00003513,4.1085052E-005,0.000067853,0.0004177405,0.11571565,5.4694719E-006,0.000011749,1.8785998E-006,2.9190476E-005,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0.0010213635,0.0028879417,0.0037490479,0.0048954776,0.032395508,0.0017745536,0.0021674407,0.001576061,0.001030345,1
0.11526916,0.070354834,0.063565999,0.012740968,0.029287325,0.031995803,0.10602325,0.11375894,0.11526916,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0.024652841,0.058802154,0.1230559,0.026011378,0.033375032,0.0082122115,0.011502391,0.0090471366,0.020460511,1
0.0009192766,0.000410802,7.3753722E-006,0.0001019316,0.11305691,0.0017821562,0.0027287474,0.0027718879,0.0009658975,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0.011639308,0.017727394,0.0089558829,0.0016296215,0.018972831,0.0020915698,0.0023331007,0.0014539603,0.0024533526,1
0.089984149,0.065583631,0.027820315,0.033056337,0.080503933,0.021184824,0.010344369,0.016696012,0.07981085,1
0.048949521,0.0033918337,0.0023560412,0.002159849,0.014814556,0.0023040492,0.0053822282,0.0031623931,0.051096432,1
0.049462143,0,0,0,0,0,0,0,0.049462143,1
0.030205887,0.0051863394,0.004685496,0.004330907,0.10349171,0.0064788084,0.011954754,0.0090493234,0.030009031,1
0.024153426,0.012929078,0.0098544545,0.010242237,0.037114695,0.0064358134,0.0047160992,0.0036261147,0.016112279,1
0.0085907578,0.0075645191,0.0091217048,0.0028605757,0.0066205752,0.004704677,0.0068163518,0.0039799465,0.01441501,1
0.0002914492,0.0001265364,0.0002306193,0.0005842803,0.066743895,0.0010948777,0.0007602461,9.5015814E-005,0.0002914492,1
0.063432321,0.022436641,0.020790543,0.026749073,0.169128,0.023412619,0.013191279,0.015055103,0.052088354,1
0.042380273,0.019988196,0.030895185,0.039888408,0.086213969,0.026669821,0.019532423,0.016463358,0.036231212,1
0.051207826,0.0017053119,0.011743317,0.022526242,0.055318408,0.015177084,0.030094661,0.0073633459,0.050813351,1
0,0,0,0,0.098529175,0,0,0,0,1
0.0036134084,0.0024448058,0.0062613068,0.005086008,0.17996207,0.0061931317,0.015353486,0.005591156,0.0042272555,1
0.052152097,0.018718682,0.033749856,0.017501399,0.082862854,0.027110515,0.033376671,0.016903928,0.04953612,1
0.11738466,0.0016393283,0.0008416486,0.0016827722,0.0071731387,0.003111749,0.0036954149,0.0015272595,0.11887974,1
0.036153816,0.0007595657,0.001054791,0.0060057328,0.1152904,0.0090310983,0.02100219,0.002464894,0.025733486,1
0.066391617,0.026648451,0.069506906,0.031474397,0.15459089,0.030980205,0.056678586,0.021765761,0.076803245,1
0.0072428444,0.0038404162,0.0046797819,0.0037488544,0.10617839,0.0041421894,0.0010914741,0.0011849278,0.0054622423,1
0.12340998,0.03984626,0.035973314,0.021897951,0.093815416,0.040524326,0.043046199,0.020163676,0.10677304,1
0.08062885,0.048610087,0.076902956,0.054872259,0.17392433,0.052411456,0.041209899,0.026357733,0.10015669,1
0.036482532,0.028605519,0.055748489,0.014463089,0.18906498,0.020851986,0.029240208,0.01546237,0.046330713,1
0.041819327,0.032281023,0.025283514,0.014462851,0.065307632,0.01364274,0.0083392775,0.018557044,0.046332702,1
0.054513533,0.046039894,0.04229245,0.024617041,0.074501559,0.033927113,0.097993255,0.030207651,0.043529231,1
0.060703304,0.035666686,0.11200494,0.045570269,0.10090211,0.045927405,0.062039495,0.021983741,0.08257591,-1
0.041229203,0.040609598,0.073351271,0.025916228,0.086855493,0.028855639,0.011921393,0.017130351,0.045355551,-1
0.05548171,0.024926562,0.029076446,0.013793677,0.19699319,0.014941412,0.028097855,0.023983285,0.045505617,-1
0.068732552,0.013971314,0.021119086,0.010645937,0.05373612,0.012117064,0.010089061,0.012336591,0.083444074,-1
0.071233958,0.071302012,0.096670128,0.038955126,0.13684279,0.033262335,0.075384304,0.05561018,0.068108715,-1
0.065813631,0.055986207,0.079268746,0.042922802,0.22618078,0.027132664,0.061860275,0.037941977,0.058442764,-1
0.02647916,0.018100744,0.029578982,0.013267955,0.10154901,0.015471879,0.021559566,0.010379225,0.021804035,-1
0.065626517,0.060707483,0.062171683,0.031292148,0.088393666,0.0294684,0.078403026,0.055502549,0.066451848,-1
0.08458522,0.045696862,0.043744244,0.037739784,0.11188912,0.03810348,0.055095397,0.040338017,0.08390969,-1
0.089383565,0.074972518,0.047814369,0.026928486,0.097461767,0.023574796,0.040159192,0.047031764,0.09101814,-1
0.053627849,0.043207694,0.063917257,0.033340901,0.086936131,0.024096133,0.056436669,0.03372613,0.045012861,-1
0.054511875,0.029351156,0.041553631,0.018343916,0.081134841,0.015532,0.030432748,0.022511451,0.048211914,-1
0.10607515,0.058225609,0.072867967,0.031764235,0.099492379,0.028355958,0.076656274,0.078561455,0.10899343,-1
0.045995694,0.027947057,0.018102022,0.017834216,0.27897158,0.025890268,0.064758651,0.028421272,0.023528319,-1
0.039715983,0.028250121,0.032387193,0.022797801,0.10365693,0.031364068,0.074590214,0.062227957,0.038323052,-1
0.032628156,0.024939932,0.039649133,0.020113913,0.092267834,0.014717337,0.029651256,0.016686879,0.036196932,-1
0.07051564,0.031954914,0.034326695,0.028255505,0.19743016,0.029364735,0.047911476,0.042087749,0.07106524,-1
0,0,0,0,0.16786796,0,0,0,0,-1
0.0054107849,0.006161435,0.025656354,0.0208106,0.094723001,0.013071186,0.0040667797,0.0068631629,0.015636507,-1
0.078747898,0.036059774,0.058773752,0.049574755,0.11641874,0.054075159,0.072029397,0.052413896,0.064741127,-1
0.0023232945,0.0027705459,0.0089192232,0.0058451607,0.072848901,0.0022860453,0.0074463617,0.0035925331,0.0026529599,-1
0.10112569,0.049839783,0.050527908,0.04881594,0.0777293,0.050238032,0.078262456,0.068098038,0.10012253,-1
0.048391111,0.042937532,0.072511628,0.041049216,0.067719296,0.014062022,0.024762206,0.021718439,0.055188835,-1
0.076660335,0.021742757,0.034182988,0.023015585,0.15729058,0.027698079,0.071471259,0.045730591,0.084888563,-1
0.01393087,0.0042920746,0.0055805249,0.0027144509,0.13736223,0.0004918192,0.00059249,0.0004768652,0.011700829,-1
0.086720601,0.034833506,0.031406216,0.024072643,0.15166244,0.018957082,0.058123127,0.053509701,0.097909763,-1
0.077786319,0.036115453,0.048795056,0.023091804,0.080584735,0.015419155,0.029704571,0.032540645,0.073286429,-1
0.01583503,0.016101327,0.026834099,0.0085207978,0.049214233,0.016447941,0.027268307,0.016608087,0.015728895,-1
0.12113176,0.029094027,0.022182975,0.020226927,0.12851509,0.029903574,0.046641599,0.040146682,0.12127102,-1
0.074658632,0.070076451,0.093422651,0.05471953,0.11753199,0.049584832,0.080866128,0.067290872,0.084044039,-1
0.06787286,0.050336439,0.088293374,0.040511899,0.10045309,0.037416592,0.068562105,0.055068251,0.067118987,-1
0.064248547,0.015656488,0.026170839,0.015663702,0.084473655,0.021814821,0.048245784,0.042739462,0.07748697,-1
0.07344538,0.054034024,0.050995387,0.078445554,0.18547016,0.078081161,0.059416719,0.07649827,0.079280891,-1
0.069914423,0.039799694,0.030878946,0.038496967,0.11716195,0.025207637,0.034038987,0.04026673,0.068583384,-1
0.0035674898,0.0022298899,0.0021969115,0.0024616211,0.016730607,0.0027980662,0.002482977,0.0028395446,0.0045629786,-1
0.091532111,0.04833306,0.044884454,0.045704518,0.13063759,0.024346553,0.022463178,0.025859796,0.089112714,-1
0.013084314,0.017519163,0.01356125,0.017298086,0.13217586,0.024882756,0.042443659,0.038325395,0.022150761,-1
0.029806621,0.0060477024,0.0028625103,0.0022991516,0.066846609,0.0056808814,0.0099419644,0.0072893901,0.021740507,-1
0.029487668,0.013895649,0.01776512,0.016438218,0.055646122,0.015088644,0.022014273,0.014347536,0.020980043,-1
0.021134825,0.025934272,0.042253692,0.017537842,0.12636462,0.019585134,0.044652954,0.029101593,0.013694447,-1
0.12262285,0.021024182,0.014457028,0.014060376,0.13358611,0.017993826,0.021413652,0.031929366,0.1199159,-1
0.0050430289,0.0015987724,0.0030525271,0.0038922119,0.098934002,0.0022345679,0.002575062,0.0030247583,0.0034192344,-1
0.035013683,0.020255059,0.017958641,0.012523383,0.031619307,0.018813968,0.041755334,0.0537089,0.034118481,-1
0.10676256,0.021512061,0.015672117,0.022220772,0.093887784,0.044231519,0.04110489,0.030554552,0.10826617,-1
0.013133259,0.013758584,0.013118474,0.019457752,0.09816882,0.010913243,0.0067137689,0.0088559948,0.014622164,-1
0.061027478,0.058910273,0.058984861,0.038691837,0.033871364,0.03545526,0.058711283,0.060756795,0.06176712,-1
0.0072959871,0.0032250704,0.025306769,0.045384958,0.10536166,0.073412016,0.03678811,0.011425979,0.0070826681,-1
0.022904217,0.012045479,0.026739663,0.0079847723,0.05043155,0.01099802,0.030288503,0.020606361,0.029495325,-1
0.11111578,0.05633064,0.14217265,0.11470128,0.12398616,0.10523972,0.080710866,0.056441143,0.11022002,-1
0.0044461112,0.0034114085,0.0025587881,0.0025612083,0.1721316,0.0071444167,0.0016689661,0.0006720082,0.0031411466,-1
0.13344994,0.036693621,0.059496269,0.033573546,0.14134179,0.04730941,0.11438657,0.10869033,0.12485386,-1
0.06281057,0.045408163,0.042791028,0.024721941,0.062196221,0.034429308,0.048190448,0.047844883,0.068221368,-1
0.01984331,0.004591295,0.0073450496,0.015768619,0.11089094,0.055243634,0.022267288,0.0081241429,0.016774166,-1
0.11090174,0.052141279,0.053363066,0.015551175,0.048103664,0.025269598,0.056154806,0.051685259,0.11354141,-1
0.16206275,0.10689804,0.1008888,0.051173039,0.16091475,0.1154184,0.086196288,0.12057397,0.16306823,-1
0.0049228962,0.0009919613,0.0001507054,0.0021590986,0.01072991,0.0026722085,0.0031951885,0.0036518611,0.0037769896,-1
0.06992089,0.020808384,0.025005469,0.012696095,0.015639327,0.010876046,0.026611293,0.022278382,0.066998258,-1
